tweet_id,customer_message,gold_intent,predicted_intent,intent_failure,confidence,expected_escalation,predicted_escalation,escalation_failure,escalation_reason,response,response_length
1326952,Been on hold with @115821 customer service for 45 mins for $ they never refunded me...because THIS IS HOW I WANT TO SPEND MY SATURDAY.,returns_refunds,support_followup,True,0.6978079720969886,True,False,True,Intent confidence and historical evidence are strong enough for automated handling.,I'm so sorry to hear you've been on hold for 45 minutes and are still waiting on your refund. That is certainly not the experience we want you to have. Please share your order details here: https://t.co/GIJyeYqKE0 and we'll take the necessary actions to make things right.,272
422520,"@AmazonHelp @115850 You are redirecting me to support, but unfortunately it doesn't help much. I'm getting boilerplate response saying, you'll need to wait for 48 hours. And now after 48 hours, I'm told to wait till EoD again :(",support_followup,amazon_pay,True,0.7318432052326809,True,False,True,Intent confidence and historical evidence are strong enough for automated handling.,@115850 We understand the frustration with the delays. Please keep an eye on your email here: https://t.co/8DAc10S7ww for updates from our team. ^HA,148
109956,Hey @115850 @AmazonHelp either stop creeping me out with your ads everywhere or I'm uninstalling the app!,technical_issue,other,True,0.36718904891464604,False,False,False,Message does not contain a clear high-risk or unresolved-support signal.,@115850 We're sorry to hear that. Please share your details in the secure link provided earlier and we'll look into the issue. ^RD,130
1221890,@AmazonHelp hey Amazon! My housemate bought a product from you guys and it's faulty! What does she need to do to get it replaced??,product_issue,product_issue,False,0.839538680388537,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer Sorry to hear about the faulty item! To help get this resolved, please let us know if the product was sold and fulfilled by Amazon or a third-party seller. You can find this information in your order details. ^WM",222
2508092,@115821 hi! Have an issue. Have been trying to call customer service but line keeps getting disconnected. What should I do?,support_followup,support_followup,False,0.9120781625844767,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@115821 I'm sorry to hear you're having trouble connecting by phone. Please try reaching us via email or chat instead, and we'll be happy to assist you there.",158
1258948,"@AmazonHelp In realtÃ  sÃ¬, la cosa peggiore Ã¨ che inserendo il codice di spedizione sul sito delle poste, mi appare che il prodotto non Ã¨ disponibile.",technical_issue,digital_content,True,0.7482304238999457,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer Ciao, mi dispiace per l'inconveniente riscontrato con il tracciamento. Per poterti assistere al meglio, ci potresti fornire maggiori dettagli sull'ordine e sull'errore specifico che visualizzi? ^MP",207
1615590,"@115850  refund is issued on24th Oct, it's been 10days still awaiting for refund. Such an amazing service kudos.",returns_refunds,returns_refunds,False,0.6902591856429213,False,True,True,Customer reports an unresolved financial issue. Human review is appropriate.,"I'm sorry to hear about the delay with your refund. To help you resolve this, please share your details here: https://t.co/GIJyeYqKE0",133
1005649,"@115850 getting 404 on hitting help link, video: https://t.co/W2svfKSNWX",technical_issue,technical_issue,False,0.27585198240788084,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@115850 Sorry to hear that. Please contact us here: https://t.co/JzP7hlA23B so an agent can look into this with you. ^JJ,120
2311419,@AmazonHelp A few episodes are missing from the list. It also happened in my PC. So both my android phone and PC have same issue. https://t.co/IVrp2ZL52x,product_issue,digital_content,True,0.5467456019010537,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer Sorry for the trouble with the missing episodes on both your phone and PC. Since this is happening across multiple devices, please reach out to us here: https://t.co/SyWG353BaA so we can look into further options with you. ^HC",236
816336,@AmazonHelp There is no option for refund - I do not want a replacement.,returns_refunds,returns_refunds,False,0.9996716594647409,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@Customer I'm sorry to hear that. We only accept replacement as of now. You may refer to the return policy here: https://t.co/S4eX6UOjIb,136
1223616,@AmazonHelp Then tell ur account spl team to contact with me. Cause my mobile numbers are blocked by amazon so I can't call them.,account_access,support_followup,True,0.5706749376744503,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer We're sorry for the trouble! Since you can't call, please fill out this form: https://t.co/beaaDm0muc and our team will contact you soon. ^MN",151
2463895,@AmazonHelp kindly change the delivery date as soon as possible.,delivery_problem,delivery_problem,False,0.9594206485175534,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I’m sorry to hear about the delivery date change. To help you with this, could you please let us know which website you purchased through (e.g., Amazon.com, .de, or .co.uk)?",173
1715669,"Please add some more Jackie Chan movies @119625
ð¯",digital_content,other,True,0.9867033959414063,False,False,False,Message does not contain a clear high-risk or unresolved-support signal.,"@119625 We keep adding new content frequently, so stay tuned to the Prime Video website. I'll forward your feedback internally. ^MS",131
606068,@AmazonHelp Amazon.in. I know the list of accepted payments. I used a Visa and credit (Master) cards to pay. It doesn't seem to accept! What should I do?,payment_billing,amazon_pay,True,0.9510556248787013,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer Apologies for the inconvenience. Please reach out to our support team directly for assistance with your payment issue. You can do so by clicking the link below, following the prompts, and choosing phone: https://t.co/JzP7hlA23B",237
51608,@AmazonHelp I'm not sure where it is. I'm still waiting for it so i can return it because I don't need it anymore,returns_refunds,returns_refunds,False,0.450440791628433,False,True,True,Customer indicates a previous support interaction remains unresolved. Human follow-up is appropriate.,"@Customer I understand the frustration of waiting for an item you no longer need. Since we don't have access to your account via Twitter, please reach out to us by phone or chat here so we can look into the delivery status and assist with your return: https://t.co/qy3J24VGxb ^AC",279
754132,"Returned my order to their drop-off site at UIC and within hours I was refunded my rewards points. Crazy efficiency, @115821!",returns_refunds,returns_refunds,False,0.3159394140941592,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,Glad to hear the return went smoothly and your points were refunded so quickly! Is there anything else we can help you with today?,130
233769,When you buy stuff off @115830 and it turns up broken. Then it actually costs money to send it back. I am spending Â£20 to have nothing ð,product_issue,product_issue,False,0.9960287849646041,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I'm really sorry to hear that you're out of pocket for a broken item. To help you with the return costs, was the item sold by Amazon or by a third-party seller?",160
926670,Amazon can't deliver the product nor they can't refund it. @115850 #GreatIndianSale #AmazonGreatIndianFestival #AmazonLoot #FraudSale https://t.co/Ln6S0IskN7,returns_refunds,returns_refunds,False,0.7082272582017135,True,True,False,High-risk issue detected: 'fraud'. Human review required.,"@115850 I'm sorry to hear about the trouble with your order and refund. To help resolve this, please fill in your details here: https://t.co/GIJyeYqKE0 and our team will look into it for you.",191
1612030,"@115825 Hey, kÃ¶nntet ihr weitere Staffeln von der Serie ""Big Time Rush"" in euer Prime-Programm aufnehmen? :) WÃ¤re Super!",prime_membership,digital_content,True,0.8343475204734373,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@115825 Danke für dein Feedback! Leider können wir keine direkten Zusagen zu neuen Inhalten im Prime-Programm machen, da die Auswahl regelmäßig von den Rechteinhabern abhängt. Wir leiten deine Anregung aber gerne an das zuständige Team weiter. 😊",245
937293,"Product not delivered even after local place for 6 days. Pathetic service of @115850 .4 times complaint, no results .I am a prime member.",prime_membership,delivery_problem,True,0.7405395636049485,True,True,False,Customer indicates a previous support interaction remains unresolved. Human follow-up is appropriate.,I’m sorry to hear about the delay with your Prime delivery. Please report this issue to our support team here: https://t.co/vlvfJr4nN9,134
980224,I paid for overnight shipping so I could play breath of the wild tonight but it never came.. wheres my package pls... @115821,delivery_problem,delivery_problem,False,0.8090858358981536,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@115821 I'm so sorry your package hasn't arrived yet! To help us look into this, could you please check the current tracking status here: https://t.co/Y5jpI9gRhE ^LL",165
1161689,@AmazonHelp we made FOUR orders via prime yesterday (Saturday) and these are the shipping estimates. What exactly are we paying Prime for? https://t.co/asjXxodj7N,delivery_problem,prime_membership,True,0.860270364502994,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I'm sorry to hear the shipping estimates on your recent orders are disappointing! To help us look into this, could you please confirm who the carrier is for these deliveries? You can find that information here: https://t.co/Y5jpI9gRhE. ^SD",239
2832873,"@AmazonHelp I'm going in circles! this just brings me back to the 'return' option, and only lets me get a refund, not a replacement!",returns_refunds,returns_refunds,False,0.9967696634672201,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@Customer I'm sorry to hear you're stuck in a loop! We may not be able to replace an item if it's out of stock or sold by a seller. I apologize! ^AB,148
1555488,"@AmazonHelp In the month of July my mobile screen got damaged while traveling to office and then I logged the complaint at your customer service,",product_issue,product_issue,False,0.7504960434243669,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer I’m sorry to hear about the damage to your mobile screen. Since you have already logged a complaint, please reach us by phone through our Contact Us page: https://t.co/hApLpMlfHN. There will be options to select the order, issue, & issue details, before the contact options appear at the bottom. This will ensure you're routed to the team best suited to help. ^MV",373
1961173,"O Kindle Ã© ridÃ­culo de leve e bonito, dÃ¡ atÃ© gosto de ler
Te amo @117086",digital_content,digital_content,False,0.9997792598125811,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Olá! Que bom saber que você está gostando do seu Kindle. Se precisar de ajuda com a compra de livros ou outros conteúdos digitais, estamos à disposição.",152
331950,@115850 - why it takes hours to reflect the added money as pay balance. You say it takes only 15 mins but in my case  it take hours?xplain,amazon_pay,amazon_pay,False,0.9823926017038926,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I understand the frustration with the delay. While the standard processing time is 15 minutes, it can sometimes take longer as it requires approval from your bank. Please allow a bit more time for the transaction to complete. If it still hasn't reflected after a reasonable period, please report the issue to our support team for further assistance.",349
518783,Thanks for ruining the Christmas wine tour @115817 and @115821 whatâs the point of paying extra for prime?? #fail https://t.co/BMERYomNAb,prime_membership,prime_membership,False,0.799804071525799,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@115817 I'm sorry we missed our mark. Did you receive a notice explaining why the delivery date changed? ^CO,108
1044270,"@115825 Hey ihr Guten, gibt es eigentlich schon ein Datum fÃ¼r das Release der dritten Staffel von Mr. Robot auf Prime?",prime_membership,prime_membership,False,0.5510184800580132,True,False,True,Intent confidence and historical evidence are strong enough for automated handling.,@115825 Aktuell gibt es noch keinen festen Termin dafür. Neue Folgen erscheinen in der Originalversion in der Regel einen Tag nach der US-Ausstrahlung. Gruß ^MH,160
2880519,"@AmazonHelp In item page its showing COD eligible for Red Mi 4 16GB, but on checkout page its showing POD not available. IS THIS A JOKE OR WHAT?!! After waiting one week this is the result. Shame of u Amazon.in ð¡ https://t.co/dS9nlYGf1o",product_information,product_information,False,0.38855621322740314,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,We apologize for the frustration caused by the payment method discrepancy. We are unable to verify specific order details or availability over Twitter. Please share your order details using the secure link provided in our previous messages so our team can investigate the issue and assist you further.,301
661484,@AmazonHelp i can't control my hue lights and tp link switches via Alexa app on fire 8. It just allows me the option to edit my groups and devices. Am i missing something?,technical_issue,technical_issue,False,0.7228160624911122,True,False,True,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer I'm sorry you're having trouble controlling your Hue lights and TP-Link switches! To help troubleshoot, could you please let us know if you are seeing any specific error messages when trying to control the devices? ^AC",228
2808979,"@AmazonHelp Definitely not helpful when this is how i chose the wrong product in the first place. Thank you for taking the time, though. I'm gonna try and google it.",delivery_problem,support_followup,True,0.2609455876877701,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer We appreciate your patience. If you are still unable to find the right product or need further assistance, please let us know how it goes! ^RL",152
2834176,Les problÃ¨mes de livraison dâ @120533 sont dÃ©cidÃ©ment rÃ©currents. Rien Ã  voir avec ce que câÃ©tait avant. Ras le bol!,other,digital_content,True,0.8014154837481486,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Bonjour, je suis désolée pour ces problèmes de livraison récurrents. Je vous invite à contacter notre SAV via ce lien : https://t.co/hgIrz98cdI afin qu'ils puissent vérifier la situation de votre commande.",205
2358896,So Iâm looking at my order from Amazon and Iâm mad at myself because I order the wrong case for my phone.ð I have a iPhone 6s and I got a iPhone 6 Plus.ðð so ya ya me.,order_management,product_issue,True,0.5307408390305839,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I'm sorry to hear about the mix-up! You can view refund or replacement options for your order here: https://t.co/QWDWOxot5y,123
1506305,"I would really like the option to pick who delivers my @115821 shipments. Weekend deliveries from independent drivers are great in theory, except they routinely flake and donât show up. Promised delivery dates are almost always missed, so why offer it?",delivery_problem,delivery_problem,False,0.8901624472823254,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I’m so sorry to hear that your recent delivery experience has been frustrating. To help us look into this further, could you please share the status and carrier details for your order?",184
2424483,@AmazonHelp money came out my account for amazon prime but iâm not an amazon prime user?,account_access,prime_membership,True,0.7331294628031727,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I'm sorry for the unexpected charge! Please reach out to us here: https://t.co/JzP7hlA23B and we'll take a closer look! ^JO,123
277225,@AmazonHelp @115821 how much longer do I need to wait? It's been more than a week now....,other,product_information,True,0.7973339837707729,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@115821 I understand your concern. You should have received an email correspondence from our team. Please check. ^BA,116
2303928,@115851 @115821 @AmazonHelp The lack of help I have encountered to find my package is unacceptable.  From customer sevice to logistic has been 4 days of BS,delivery_problem,delivery_problem,False,0.3561165909458919,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I am so sorry to hear about the frustration you've experienced over the last few days. To help us investigate further, could you please let us know who the carrier is? You can check the carrier details here: https://t.co/Y5jpI9gRhE ^BA",235
337390,"hair is dead, got a cold, and my amazon delivery didn't arrived today",delivery_problem,product_issue,True,0.6699827208860127,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I'm so sorry to hear you're feeling under the weather and that your package didn't arrive. Please let us look into this here: https://t.co/JzP7hlA23B,149
1843552,Well I just bought this on Amazon video and it won't play. Says I own it but nothing. Wonderful. â watching... https://t.co/bGr4NYAORM,digital_content,technical_issue,True,0.3058262485468573,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,Sorry to hear that! Could you please share a screenshot of the error message? We'd like to take a look to help troubleshoot. ^HD,128
1116988,WHY DOES AMAZON ALWAYS CAUSE PROBLEMS FOR ME LIKE THIS IS THE 4th EFFING TIME THEY CHARGED ME FOR SUBSCRIPTIONS THAT I DIDNT SIGN UP FOR ð¤ð¤,payment_billing,payment_billing,False,0.4151677903147318,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I’m so sorry to hear about these unexpected charges. I understand how frustrating it is to be billed for subscriptions you didn’t sign up for. Could you please provide the specific amounts and any descriptors shown on the charges? This will help us look into the issue further for you.,285
297966,So here's a great design.. My @115830 account was hacked and so I went to contact Amazon. Turns out you can't unless you log in! ððð£,account_access,account_access,False,0.6797501347218928,True,True,False,High-risk issue detected: 'hacked'. Human review required.,"@115830 I'm so sorry to hear your account was compromised! Since you can't log in, please use this link to contact our team directly so we can help secure your account: https://t.co/jzvkhdlrK5 ^MJ",196
789065,"@AmazonHelp @115850 @115851  very bad service, not at all 'Customer- centric Company', doing good job in disappointing customers.",technical_issue,support_followup,True,0.7776473175760289,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@115850 I'm sorry to hear you've had a bad experience. Could you please provide more details about the issue so we can look into it for you? ^AB,144
1374564,@115821 Second release day delivery fail in three months for @115821 Pre-orderers are suckers again. #amazonprime #amazon #brutalservice,product_information,delivery_problem,True,0.8532128738696705,False,True,True,Customer describes a persistent unresolved support issue. Human follow-up is appropriate.,"@115821 I'm sorry to hear about the delivery issues with your pre-orders. We'd like to take a closer look at this to help you. Kindly share your details here: https://t.co/beaaDm0muc Please don't provide your order details, we consider it to be personal information. ^SY",270
344609,Did you know? Amazon India fools people by making them pay Prime Membership fees but rarely delivers products within 4 days? #amazonsucks,prime_membership,prime_membership,False,0.9877089749261747,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I understand your frustration with the delivery times. Please note that the availability of expedited shipping depends on the specific item and your pin code. I will pass along your feedback to our team internally. If you have a specific order you are concerned about, please share the order ID so we can look into it further.",326
1234682,Now I really need help from @10265 and @1015 to get my money from @115823 to my bank account. https://t.co/Ez5fUxlB9V,account_access,payment_billing,True,0.288706675025146,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I'm sorry to hear you're having trouble transferring your funds to your bank account. Please share the details here so our team can take a closer look: https://t.co/GIJyeYqKE0,175
2383252,"@AmazonHelp I couldn't contact due to your faulty IVRS, I only mailed them as you said, Today is my second day of wearing floaters @95892 chappals, all the staff members are staring at me and laughing behind my back, I can't bear the humiliation any more, Kindly arrange urgent replacemt",product_issue,returns_refunds,True,0.7809107450557643,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@95892 We are truly sorry for the distress this has caused you. Please fill in your details here: https://t.co/GIJyeYqKE0, and we will connect with you shortly to assist with your replacement request. ^MP",204
1509330,@AmazonHelp Any timelines? Can I expect 5 Kannada movies in this month,digital_content,digital_content,False,0.5280404505525189,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"We currently do not have a tentative date for when specific Kannada titles will be added. Regional content is an integral part of our library, so please stay tuned as we continue to expand our selection. You can also check our latest updates here: https://t.co/FYM9PIZOR8",271
1489145,"@AmazonHelp am having a problem on order, payment declined, checked cards OK.
Where do I go from here?",payment_billing,amazon_pay,True,0.3992397719215958,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,Thanks for reaching out. Here's how to resolve a declined payment: https://t.co/fyR5vLfMQW,90
140074,"@AmazonHelp No.  My whole family have Echos, but only a few appear in my contacts.  And only a few of them see me.  So exactly what contact info should they have stored about me to see me in their Echo contacts?",technical_issue,product_information,True,0.6637127192991029,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"I understand the frustration. To ensure your family members appear in each other's Echo contacts, please have them save your phone number in their phone contacts using the exact same format it was entered when you set up your Alexa device. Let us know if that helps resolve the issue!",284
490408,@AmazonHelp Hola tendÃ­a que entregarse hoy. Correos express lo tiene en su delegaciÃ³n de aquÃ­ desde las 7:58 pero no estÃ¡ en reparto y no contestan. Me temo que no llegara hoy . El nÃºmero de pedido es 6340024__credit_card__,payment_billing,payment_billing,False,0.9672339635956252,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Hola, lamentamos los inconvenientes. ¿Has podido contactar con Correos Express?",79
1007054,@AmazonHelp @116928 ninguno de los dos pedidos ha llegado... De nada ha valido q comprase con tiempo #nohappybrithday ð¤¦ââï¸ð https://t.co/6wgl3N4f2k,technical_issue,digital_content,True,0.4401330364449468,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Entiendo tu frustración. Para poder ayudarte mejor, ¿los pedidos que estás esperando son vendidos y enviados por Amazon o por un vendedor externo en nuestro sitio web?",167
284009,"@AmazonHelp @115821 No card left, no phone call to advise they were here. Reception manned 100% of the time!",payment_billing,support_followup,True,0.3330149710643177,True,False,True,Intent confidence and historical evidence are strong enough for automated handling.,"@115821 I'm sorry to hear the delivery was left without a card or notification, especially with reception staff present. Please reach out to us here so we can escalate this further: https://t.co/JzP7hlA23B ^BH",209
1090501,"@115830 pre-ordered ""Dirty Kids: Chasing Freedom with America's Nomads"" released a month ago, still out of stock &amp; no sign of coming â¹ï¸ð«",order_management,delivery_problem,True,0.30756692053417056,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,I'm sorry to hear your pre-order is still out of stock. Could you please share the delivery date that was shown during checkout and confirmed via email?,152
2938291,"@AmazonHelp Thank you! I guess its too late now as I see my order has already been dispatched :( Per track details, it would reach me by 8 pm. Feeling bad about it..",delivery_problem,order_management,True,0.2738771331229724,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer I’m sorry to hear the order has already been dispatched. Since it is on its way, please keep an eye on the tracking details for the estimated arrival by 8 pm. If you have any further questions once it arrives, feel free to reach out.",243
1507284,"@AmazonHelp Sir kya kare aap log koi option hi nhi chodte. Diwali 2017 k liye order tha, 2018 me deilver karenge??",order_management,digital_content,True,0.37932259888343967,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@Customer Sorry to hear about the delay with your Diwali order. Have we missed the delivery date of your order? ^HA,115
789730,"@AmazonHelp again i am saying, NO EMAIL RECEIVED, surely i am talking to a shirker.
pathetic service and customer team.
#amazonDontCare",account_access,support_followup,True,0.6872472348607084,True,True,False,Customer describes a persistent unresolved support issue. Human follow-up is appropriate.,@Customer We are sorry for the frustration. Please share your details here again so we can look into it: https://t.co/GIJyeYqKE0. ^NR,133
140082,@AmazonHelp Yeah I'm just going to cancel my order and never use Amazon again. Sick of dealing with my orders never coming on time and your site lied about the ship date to get me to purchase it. Thanks for letting me waste money on prime.,order_management,prime_membership,True,0.8250208195074993,True,True,False,Customer describes a persistent unresolved support issue. Human follow-up is appropriate.,@Customer I'm really sorry to hear about the frustration with your order and Prime membership. We'd like to look into this with you. Please reach us by phone using the link KH provided. ^HS,189
1346546,"@AmazonHelp I'll contact you on chat, thanks",support_followup,other,True,0.30048614101950755,False,False,False,Message is positive feedback without an unresolved support issue.,You're welcome! Please let us know if you need any further assistance. ^BH,74
472429,"@AmazonHelp @115850 plz announce #lgq6appquiz and #AmazonRechargesQuiz first, then conduct #SuperValueDayQuiz simply conducting contest without announcing the winners is really bad.",other,amazon_pay,True,0.7830053511516535,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@115850 I understand your frustration regarding the lack of announcements for the #lgq6appquiz, #AmazonRechargesQuiz, and #SuperValueDayQuiz. Our teams are actively working on finalizing the results, and the winners will be listed soon. Please stay tuned to our website for further updates. ^SD",294
2897612,"@AmazonHelp Hello, y a-t-il possibilitÃ© de dÃ©dommagement lorsqu'une commande prime a du retard ?",prime_membership,digital_content,True,0.9671459668832338,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Bonjour, je suis désolé d'apprendre que votre commande Prime est en retard. Pourriez-vous nous indiquer le numéro de commande concerné ainsi que les informations de suivi actuelles ? Cela nous permettra de vérifier la situation plus précisément.",245
377483,@AmazonHelp Had a query with the return label. What do I do if I don't have access to a printer?,returns_refunds,returns_refunds,False,0.25682701360069105,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"Hi there! If you don't have access to a printer, you can often request a printed label directly from a carrier during the return process. If that option isn't available, please reach out to us via phone or chat so we can explore other options for you: https://t.co/hApLpMlfHN",275
2385514,Golmaal again movie coming to Amazon Prime when ? @128308 @119625 @115850 @93143 @93143 #GolmaalAgain,prime_membership,other,True,0.3241522790271611,True,False,True,Message does not contain a clear high-risk or unresolved-support signal.,@128308 We haven't made any announcement on it yet. Kindly stay tuned to Amazon Prime Video. ^YP,96
1546047,I got my @121284 3 days back.. And I see few skills are not available bcas of geo restrictions. Like Broadlink remote control which was one of the things i planned to setup first.. When ll these skills be enabled for India?,product_information,technical_issue,True,0.6325023393625967,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,Thanks for reaching out. We currently do not have specific information on when the Broadlink remote control skill or other geo-restricted skills will be enabled for India. I’ll be sure to share your feedback with the right team internally. Please stay tuned for further updates.,278
1392967,Dear @115850 what do i have to do to get my order?? Only getting text that they tried to deliver nuthing else! the hell is wrong guys ??,order_management,order_management,False,0.5022183322256343,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@115850 I'm sorry for the frustration! Please report this issue to our support team here: https://t.co/rS49hgaADF, and we'll get this sorted for you. ^VH",153
2838520,"@789972 @115833 No, it's the location, says ""the weather in Littleport is..."" Nothing that connects me back to Littleport on my account",account_access,account_access,False,0.2835446043736172,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,@789972 Sorry to hear you're having trouble with your account settings. Please use this link to connect with our support team for further assistance: https://t.co/hApLpMlfHN ^WM,177
449967,"Okay @AmazonHelp I'm confused. How have I ended up with two different Amazon accounts for one email address? Different address books, payment methods and wishlists.",account_access,amazon_pay,True,0.4646466175503358,False,False,False,Intent confidence and historical evidence are strong enough for automated handling.,"@Customer I’m sorry for the confusion. Since you have two accounts linked to the same email, please reach out to us here so we can send you a request to close the account you are not using: https://t.co/hApLpMlfHN. ^SY",218
